rownum,CUI1,CUI2,ce
0,C0035078,C0035078,1.0
1,C0018787,C0027061,0.45669957995414734
2,C0038454,C0021308,0.3101348280906677
3,C0156543,C0000786,0.37881404161453247
4,C0011253,C0036341,0.4272044599056244
5,C0018802,C0034063,0.36144429445266724
6,C0027627,C0001418,0.20236416161060333
7,C0175895,C0009814,0.09655185043811798
8,C0011991,C0344375,0.2481934279203415
9,C0026269,C0004238,0.36742234230041504
10,C0024117,C0024109,0.3119398355484009
11,C0003873,C0409974,0.43779638409614563
12,C0006118,C0151699,0.10162370651960373
13,C0007286,C0029408,0.246133953332901
14,C0011849,C0020538,0.11061491072177887
15,C0702166,C0039142,0.06667771935462952
16,C0003232,C0020517,0.1338374763727188
17,C0010137,C0086511,0.06958998739719391
18,C0034065,C0027051,0.17700442671775818
19,C0034069,C0242379,0.2523413896560669
20,C0206698,C0009378,0.25340816378593445
21,C0333997,C0007107,0.12928760051727295
22,C0026769,C0033975,0.10448875278234482
23,C0003615,C0029456,0.019087623804807663
24,C0034877,C0003483,0.07129260897636414
25,C0043352,C0023891,0.11262990534305573
26,C0030920,C0027092,0.029751423746347427
27,C0011581,C0007642,0.11344097554683685
28,C0042345,C0224701,0.007456382270902395
29,C0020473,C0027627,0.06812196224927902
